标准整编时间,情报出现时间,情报上报时间,标准融合时间,开始融合时间,融合结束时间,发布标准时间,情报发布时间,情报多源性,战场复杂性,整编得分,融合得分,发布得分,客观得分,主观得分,综合得分
30.0,50.0,111.0,30.0,132.0,280.0,777.0,747.0,0.6,0.6,0.14754098360655737,0.060810810810810814,0.1,0.30835179441736815,0.18,0.48835179441736815
30.0,102.0,331.0,30.0,349.0,491.0,777.0,747.0,0.6,0.6,0.039301310043668124,0.06338028169014084,0.1,0.20268159173380898,0.18,0.382681591733809
30.0,66.0,201.0,30.0,217.0,306.0,777.0,747.0,0.6,0.6,0.06666666666666667,0.10112359550561797,0.1,0.26779026217228463,0.18,0.4477902621722846
30.0,106.0,161.0,30.0,174.0,373.0,777.0,747.0,0.6,0.6,0.1636363636363636,0.045226130653266326,0.1,0.30886249428963,0.18,0.48886249428962997
30.0,79.0,86.0,30.0,98.0,109.0,777.0,747.0,0.6,0.6,0.3,0.3,0.1,0.7,0.18,0.8799999999999999
30.0,35.0,210.0,30.0,233.0,365.0,777.0,747.0,0.6,0.6,0.05142857142857143,0.06818181818181818,0.1,0.21961038961038962,0.18,0.39961038961038964
30.0,3.0,163.0,30.0,182.0,350.0,777.0,747.0,0.6,0.6,0.056249999999999994,0.05357142857142857,0.1,0.20982142857142858,0.18,0.38982142857142854
30.0,63.0,260.0,30.0,281.0,319.0,777.0,747.0,0.6,0.6,0.045685279187817264,0.23684210526315788,0.1,0.3825273844509751,0.18,0.562527384450975
30.0,14.0,110.0,30.0,130.0,209.0,777.0,747.0,0.6,0.6,0.09375,0.11392405063291139,0.1,0.3076740506329114,0.18,0.4876740506329114
30.0,88.0,194.0,30.0,218.0,320.0,777.0,747.0,0.6,0.6,0.08490566037735849,0.08823529411764706,0.1,0.27314095449500553,0.18,0.4531409544950055
30.0,108.0,225.0,30.0,246.0,477.0,777.0,747.0,0.6,0.6,0.07692307692307691,0.03896103896103895,0.1,0.21588411588411588,0.18,0.3958841158841159
30.0,118.0,160.0,30.0,168.0,357.0,777.0,747.0,0.6,0.6,0.21428571428571427,0.047619047619047616,0.1,0.36190476190476184,0.18,0.5419047619047619
30.0,5.0,190.0,30.0,200.0,288.0,777.0,747.0,0.6,0.6,0.04864864864864865,0.10227272727272727,0.1,0.2509213759213759,0.18,0.4309213759213759
30.0,114.0,187.0,30.0,207.0,211.0,777.0,747.0,0.6,0.6,0.1232876712328767,0.3,0.1,0.5232876712328767,0.18,0.7032876712328766
30.0,38.0,204.0,30.0,222.0,430.0,777.0,747.0,0.6,0.6,0.05421686746987952,0.04326923076923076,0.1,0.19748609823911029,0.18,0.3774860982391103
30.0,9.0,84.0,30.0,90.0,294.0,777.0,747.0,0.6,0.6,0.12,0.04411764705882353,0.1,0.26411764705882357,0.18,0.44411764705882356
30.0,57.0,211.0,30.0,212.0,359.0,777.0,747.0,0.6,0.6,0.05844155844155844,0.061224489795918366,0.1,0.21966604823747682,0.18,0.3996660482374768
30.0,6.0,75.0,30.0,104.0,316.0,777.0,747.0,0.6,0.6,0.13043478260869565,0.04245283018867924,0.1,0.2728876127973749,0.18,0.4528876127973749
30.0,49.0,78.0,30.0,105.0,251.0,777.0,747.0,0.6,0.6,0.3,0.06164383561643835,0.1,0.4616438356164383,0.18,0.6416438356164382
30.0,27.0,140.0,30.0,153.0,284.0,777.0,747.0,0.6,0.6,0.07964601769911504,0.06870229007633587,0.1,0.24834830777545092,0.18,0.4283483077754509
30.0,27.0,229.0,30.0,229.0,421.0,777.0,747.0,0.6,0.6,0.04455445544554455,0.046875,0.1,0.19142945544554457,0.18,0.37142945544554457
30.0,45.0,242.0,30.0,263.0,363.0,777.0,747.0,0.6,0.6,0.045685279187817264,0.09,0.1,0.23568527918781726,0.18,0.4156852791878173
30.0,70.0,309.0,30.0,313.0,347.0,777.0,747.0,0.6,0.6,0.03765690376569037,0.2647058823529412,0.1,0.4023627861186315,0.18,0.5823627861186316
30.0,6.0,227.0,30.0,227.0,349.0,777.0,747.0,0.6,0.6,0.04072398190045248,0.07377049180327869,0.1,0.21449447370373118,0.18,0.39449447370373114
30.0,93.0,262.0,30.0,265.0,313.0,777.0,747.0,0.6,0.6,0.05325443786982248,0.1875,0.1,0.3407544378698225,0.18,0.5207544378698226
30.0,107.0,123.0,30.0,152.0,219.0,777.0,747.0,0.6,0.6,0.3,0.13432835820895522,0.1,0.5343283582089552,0.18,0.7143283582089552
30.0,90.0,222.0,30.0,243.0,474.0,777.0,747.0,0.6,0.6,0.06818181818181818,0.03896103896103895,0.1,0.20714285714285713,0.18,0.3871428571428571
30.0,8.0,154.0,30.0,165.0,200.0,777.0,747.0,0.6,0.6,0.06164383561643835,0.2571428571428571,0.1,0.4187866927592955,0.18,0.5987866927592955
30.0,16.0,223.0,30.0,230.0,342.0,777.0,747.0,0.6,0.6,0.043478260869565216,0.08035714285714285,0.1,0.22383540372670807,0.18,0.40383540372670806
30.0,7.0,231.0,30.0,254.0,460.0,777.0,747.0,0.6,0.6,0.040178571428571425,0.04368932038834951,0.1,0.18386789181692093,0.18,0.3638678918169209
30.0,51.0,185.0,30.0,193.0,288.0,777.0,747.0,0.6,0.6,0.06716417910447761,0.09473684210526315,0.1,0.2619010212097408,0.18,0.4419010212097408
30.0,74.0,221.0,30.0,226.0,361.0,777.0,747.0,0.6,0.6,0.061224489795918366,0.06666666666666667,0.1,0.22789115646258504,0.18,0.407891156462585
30.0,65.0,111.0,30.0,118.0,216.0,777.0,747.0,0.6,0.6,0.1956521739130435,0.09183673469387756,0.1,0.3874889086069211,0.18,0.567488908606921
30.0,97.0,114.0,30.0,114.0,273.0,777.0,747.0,0.6,0.6,0.3,0.05660377358490566,0.1,0.45660377358490567,0.18,0.6366037735849057
30.0,73.0,210.0,30.0,220.0,300.0,777.0,747.0,0.6,0.6,0.06569343065693431,0.11249999999999999,0.1,0.2781934306569343,0.18,0.4581934306569343
30.0,3.0,225.0,30.0,238.0,393.0,777.0,747.0,0.6,0.6,0.04054054054054054,0.058064516129032254,0.1,0.1986050566695728,0.18,0.3786050566695728
30.0,62.0,201.0,30.0,203.0,442.0,777.0,747.0,0.6,0.6,0.06474820143884892,0.03765690376569037,0.1,0.2024051052045393,0.18,0.3824051052045393
30.0,74.0,101.0,30.0,113.0,298.0,777.0,747.0,0.6,0.6,0.3,0.04864864864864865,0.1,0.4486486486486486,0.18,0.6286486486486487
30.0,49.0,207.0,30.0,235.0,311.0,777.0,747.0,0.6,0.6,0.056962025316455694,0.11842105263157894,0.1,0.2753830779480346,0.18,0.4553830779480346
30.0,43.0,126.0,30.0,146.0,188.0,777.0,747.0,0.6,0.6,0.10843373493975904,0.21428571428571427,0.1,0.42271944922547333,0.18,0.6027194492254733
30.0,45.0,200.0,30.0,210.0,417.0,777.0,747.0,0.6,0.6,0.058064516129032254,0.043478260869565216,0.1,0.20154277699859746,0.18,0.38154277699859745
30.0,73.0,159.0,30.0,168.0,259.0,777.0,747.0,0.6,0.6,0.10465116279069768,0.0989010989010989,0.1,0.3035522616917966,0.18,0.4835522616917966
30.0,87.0,195.0,30.0,200.0,316.0,777.0,747.0,0.6,0.6,0.08333333333333333,0.07758620689655173,0.1,0.26091954022988506,0.18,0.44091954022988505
30.0,26.0,39.0,30.0,60.0,90.0,777.0,747.0,0.6,0.6,0.3,0.3,0.1,0.7,0.18,0.8799999999999999
30.0,60.0,159.0,30.0,178.0,203.0,777.0,747.0,0.6,0.6,0.09090909090909091,0.3,0.1,0.49090909090909085,0.18,0.6709090909090909
30.0,79.0,97.0,30.0,126.0,182.0,777.0,747.0,0.6,0.6,0.3,0.1607142857142857,0.1,0.5607142857142857,0.18,0.7407142857142857
30.0,104.0,290.0,30.0,308.0,496.0,777.0,747.0,0.6,0.6,0.04838709677419355,0.047872340425531915,0.1,0.19625943719972547,0.18,0.37625943719972543
30.0,73.0,154.0,30.0,163.0,388.0,777.0,747.0,0.6,0.6,0.1111111111111111,0.04,0.1,0.2511111111111111,0.18,0.4311111111111111
30.0,47.0,120.0,30.0,123.0,285.0,777.0,747.0,0.6,0.6,0.1232876712328767,0.05555555555555555,0.1,0.27884322678843226,0.18,0.45884322678843226
30.0,71.0,234.0,30.0,254.0,353.0,777.0,747.0,0.6,0.6,0.05521472392638036,0.09090909090909091,0.1,0.24612381483547127,0.18,0.42612381483547124
30.0,77.0,245.0,30.0,257.0,414.0,777.0,747.0,0.6,0.6,0.05357142857142857,0.05732484076433121,0.1,0.21089626933575978,0.18,0.39089626933575977
30.0,60.0,68.0,30.0,82.0,289.0,777.0,747.0,0.6,0.6,0.3,0.043478260869565216,0.1,0.4434782608695652,0.18,0.6234782608695653
30.0,109.0,337.0,30.0,363.0,496.0,777.0,747.0,0.6,0.6,0.039473684210526314,0.06766917293233082,0.1,0.20714285714285713,0.18,0.3871428571428571
30.0,42.0,254.0,30.0,266.0,389.0,777.0,747.0,0.6,0.6,0.04245283018867924,0.07317073170731707,0.1,0.21562356189599632,0.18,0.39562356189599635
30.0,16.0,77.0,30.0,100.0,297.0,777.0,747.0,0.6,0.6,0.14754098360655737,0.045685279187817264,0.1,0.29322626279437464,0.18,0.47322626279437463
30.0,6.0,74.0,30.0,97.0,277.0,777.0,747.0,0.6,0.6,0.1323529411764706,0.049999999999999996,0.1,0.2823529411764706,0.18,0.4623529411764706
30.0,113.0,267.0,30.0,278.0,388.0,777.0,747.0,0.6,0.6,0.05844155844155844,0.0818181818181818,0.1,0.24025974025974026,0.18,0.4202597402597402
